"id","ncbi_id","name","name_class","node_rank","parent_ncbi_id","edited_name","left_value","right_value"
2188776996,2188776996,"Pteragogus aurigarius","scientific name","species","202595","Pteragogus aurigarius",0,0
2186300495,2186300495,"Halichoeres tenuispinis","scientific name","species","51788","Halichoeres tenuispinis",0,0
2183321049,2183321049,"Choerodon robustus","scientific name","species","91744","Choerodon robustus",0,0
2183321020,2183321020,"Hologymnosus doliatus","scientific name","species","241304","Hologymnosus doliatus",0,0
2178620675,2178620675,"Hologymnosus annulatus","scientific name","species","241304","Hologymnosus annulatus",0,0
2174708190,2174708190,"Iniistius celebicus","scientific name","species","315409","Iniistius celebicus",0,0
985566731,985566731,"Anampses melanurus","scientific name","species","241262","Anampses melanurus",0,0
2119031507,2119031507,"Coris gaimard","scientific name","species","126328","Coris gaimard",0,0
2119031506,2119031506,"Coris dorsomacula","scientific name","species","126328","Coris dorsomacula",0,0
2119031503,2119031503,"Scarus ovifrons","scientific name","species","59660","Scarus ovifrons",0,0
2119031501,2119031501,"Hemigymnus melapterus","scientific name","species","241302","Hemigymnus melapterus",0,0
2119031479,2119031479,"Novaculops woodi","scientific name","species","1517489","Novaculops woodi",0,0
2119031478,2119031478,"Hologymnosus doliatus","scientific name","species","241304","Hologymnosus doliatus",0,0
2104598668,2104598668,"Pseudolabrus eoethinus","scientific name","species","83879","Pseudolabrus eoethinus",0,0
2088256283,2088256283,"Halichoeres melanochir","scientific name","species","51788","Halichoeres melanochir",0,0
985566038,985566038,"Scarus forsteni","scientific name","species","59660","Scarus forsteni",0,0
2089854687,2089854687,"Choerodon azurio","scientific name","species","91744","Choerodon azurio",0,0
2089854683,2089854683,"Cirrhilabrus temminckii","scientific name","species","241276","Cirrhilabrus temminckii",0,0
2089854671,2089854671,"Pseudocheilinus evanidus","scientific name","species","241334","Pseudocheilinus evanidus",0,0
2089854663,2089854663,"Pseudocheilinus hexataenia","scientific name","species","241334","Pseudocheilinus hexataenia",0,0
2089854662,2089854662,"Stethojulis trilineata","scientific name","species","241347","Stethojulis trilineata",0,0
2089854647,2089854647,"Labroides dimidiatus","scientific name","species","241307","Labroides dimidiatus",0,0
2089854615,2089854615,"Wetmorella albofasciata","scientific name","species","241350","Wetmorella albofasciata",0,0
2076239686,2076239686,"Polylepion russelli","scientific name","species","998005","Polylepion russelli",0,0
2074192865,2074192865,"Leptoscarus vaigiensis","scientific name","species","188115","Leptoscarus vaigiensis",0,0
2070655549,2070655549,"Anampses caeruleopunctatus","scientific name","species","241262","Anampses caeruleopunctatus",0,0
2070655535,2070655535,"Cetoscarus bicolor","scientific name","species","188106","Cetoscarus bicolor",0,0
2070655530,2070655530,"Pseudocoris aurantiofasciata","scientific name","species","241336","Pseudocoris aurantiofasciata",0,0
2070655527,2070655527,"Oxycheilinus arenatus","scientific name","species","241326","Oxycheilinus arenatus",0,0
2070655525,2070655525,"Calotomus carolinus","scientific name","species","188111","Calotomus carolinus",0,0
2070655516,2070655516,"Chlorurus sordidus","scientific name","species","126670","Chlorurus sordidus",0,0
2070655511,2070655511,"Halichoeres marginatus","scientific name","species","51788","Halichoeres marginatus",0,0
2070655510,2070655510,"Bodianus axillaris","scientific name","species","241267","Bodianus axillaris",0,0
2070655492,2070655492,"Scarus forsteni","scientific name","species","59660","Scarus forsteni",0,0
2070655490,2070655490,"Oxycheilinus unifasciatus","scientific name","species","241326","Oxycheilinus unifasciatus",0,0
2070655481,2070655481,"Scarus schlegeli","scientific name","species","59660","Scarus schlegeli",0,0
2070655479,2070655479,"Labropsis polynesica","scientific name","species","241311","Labropsis polynesica",0,0
2070655477,2070655477,"Chlorurus frontalis","scientific name","species","126670","Chlorurus frontalis",0,0
2070655475,2070655475,"Scarus oviceps","scientific name","species","59660","Scarus oviceps",0,0
2070655473,2070655473,"Halichoeres trimaculatus","scientific name","species","51788","Halichoeres trimaculatus",0,0
2070655470,2070655470,"Pseudocheilinus hexataenia","scientific name","species","241334","Pseudocheilinus hexataenia",0,0
2070655426,2070655426,"Thalassoma trilobatum","scientific name","species","76337","Thalassoma trilobatum",0,0
2070655425,2070655425,"Thalassoma quinquevittatum","scientific name","species","76337","Thalassoma quinquevittatum",0,0
2070655409,2070655409,"Cirrhilabrus scottorum","scientific name","species","241276","Cirrhilabrus scottorum",0,0
2070655408,2070655408,"Wetmorella nigropinnata","scientific name","species","241350","Wetmorella nigropinnata",0,0
2070655353,2070655353,"Pseudocheilinus tetrataenia","scientific name","species","241334","Pseudocheilinus tetrataenia",0,0
2070655352,2070655352,"Halichoeres hortulanus","scientific name","species","51788","Halichoeres hortulanus",0,0
2070655336,2070655336,"Pseudocheilinus octotaenia","scientific name","species","241334","Pseudocheilinus octotaenia",0,0
2070655335,2070655335,"Labroides bicolor","scientific name","species","241307","Labroides bicolor",0,0
2070655334,2070655334,"Gomphosus varius","scientific name","species","8248","Gomphosus varius",0,0
2070655333,2070655333,"Coris aygula","scientific name","species","126328","Coris aygula",0,0
2070655330,2070655330,"Pseudocheilinus evanidus","scientific name","species","241334","Pseudocheilinus evanidus",0,0
2070655318,2070655318,"Epibulus insidiator","scientific name","species","241288","Epibulus insidiator",0,0
2070655317,2070655317,"Cheilinus trilobatus","scientific name","species","202584","Cheilinus trilobatus",0,0
2070655316,2070655316,"Halichoeres melasmapomus","scientific name","species","51788","Halichoeres melasmapomus",0,0
2070655314,2070655314,"Pseudocheilinus ocellatus","scientific name","species","241334","Pseudocheilinus ocellatus",0,0
2070655312,2070655312,"Pseudojuloides cerasinus","scientific name","species","241338","Pseudojuloides cerasinus",0,0
2070655311,2070655311,"Coris hewetti","scientific name","species","126328","Coris hewetti",0,0
2070655294,2070655294,"Scarus koputea","scientific name","species","59660","Scarus koputea",0,0
2070655288,2070655288,"Bodianus busellatus","scientific name","species","241267","Bodianus busellatus",0,0
2070655272,2070655272,"Iniistius auropunctatus","scientific name","species","315409","Iniistius auropunctatus",0,0
2070655253,2070655253,"Thalassoma lutescens","scientific name","species","76337","Thalassoma lutescens",0,0
2070655220,2070655220,"Coris marquesensis","scientific name","species","126328","Coris marquesensis",0,0
2070655213,2070655213,"Anampses melanurus","scientific name","species","241262","Anampses melanurus",0,0
2070655207,2070655207,"Macropharyngodon meleagris","scientific name","species","241317","Macropharyngodon meleagris",0,0
2070655204,2070655204,"Labropsis polynesica","scientific name","species","241311","Labropsis polynesica",0,0
2070655194,2070655194,"Cheilinus oxycephalus","scientific name","species","202584","Cheilinus oxycephalus",0,0
2070655191,2070655191,"Anampses twistii","scientific name","species","241262","Anampses twistii",0,0
2070655185,2070655185,"Pseudojuloides atavai","scientific name","species","241338","Pseudojuloides atavai",0,0
2070655175,2070655175,"Cheilio inermis","scientific name","species","241272","Cheilio inermis",0,0
2070655160,2070655160,"Scarus psittacus","scientific name","species","59660","Scarus psittacus",0,0
2070655157,2070655157,"Pseudocheilinus octotaenia","scientific name","species","241334","Pseudocheilinus octotaenia",0,0
2070655155,2070655155,"Halichoeres ornatissimus","scientific name","species","51788","Halichoeres ornatissimus",0,0
2070655149,2070655149,"Scarus altipinnis","scientific name","species","59660","Scarus altipinnis",0,0
2070655148,2070655148,"Novaculichthys taeniourus","scientific name","species","241322","Novaculichthys taeniourus",0,0
2070655143,2070655143,"Hemigymnus fasciatus","scientific name","species","241302","Hemigymnus fasciatus",0,0
2070655138,2070655138,"Oxycheilinus bimaculatus","scientific name","species","241326","Oxycheilinus bimaculatus",0,0
2070655124,2070655124,"Scarus niger","scientific name","species","59660","Scarus niger",0,0
2070655122,2070655122,"Cheilinus chlorourus","scientific name","species","202584","Cheilinus chlorourus",0,0
2070655118,2070655118,"Stethojulis bandanensis","scientific name","species","241347","Stethojulis bandanensis",0,0
2070655115,2070655115,"Thalassoma hardwicke","scientific name","species","76337","Thalassoma hardwicke",0,0
2070655112,2070655112,"Thalassoma amblycephalum","scientific name","species","76337","Thalassoma amblycephalum",0,0
2070655106,2070655106,"Scarus globiceps","scientific name","species","59660","Scarus globiceps",0,0
2070655093,2070655093,"Thalassoma quinquevittatum","scientific name","species","76337","Thalassoma quinquevittatum",0,0
2070655092,2070655092,"Bodianus perditio","scientific name","species","241267","Bodianus perditio",0,0
2070655063,2070655063,"Cheilinus undulatus","scientific name","species","202584","Cheilinus undulatus",0,0
2070655037,2070655037,"Cheilinus undulatus","scientific name","species","202584","Cheilinus undulatus",0,0
2070655016,2070655016,"Cheilinus undulatus","scientific name","species","202584","Cheilinus undulatus",0,0
2064684355,2064684355,"Centrolabrus exoletus","scientific name","species","171730","Centrolabrus exoletus",0,0
2045368556,2045368556,"Ctenolabrus rupestris","scientific name","species","171734","Ctenolabrus rupestris",0,0
2045368554,2045368554,"Stethojulis terina","scientific name","species","241347","Stethojulis terina",0,0
2043680909,2043680909,"Hemigymnus melapterus","scientific name","species","241302","Hemigymnus melapterus",0,0
1980526685,1980526685,"Tautoga onitis","scientific name","species","202601","Tautoga onitis",0,0
1980526633,1980526633,"Tautoga onitis","scientific name","species","202601","Tautoga onitis",0,0
1983636085,1983636085,"Tautoga onitis","scientific name","species","202601","Tautoga onitis",0,0
1973544556,1973544556,"Tautoga onitis","scientific name","species","202601","Tautoga onitis",0,0
1944581878,1944581878,"Tautoga onitis","scientific name","species","202601","Tautoga onitis",0,0
1944581877,1944581877,"Tautoga onitis","scientific name","species","202601","Tautoga onitis",0,0
1944581876,1944581876,"Tautoga onitis","scientific name","species","202601","Tautoga onitis",0,0
1944581875,1944581875,"Tautoga onitis","scientific name","species","202601","Tautoga onitis",0,0
1944581874,1944581874,"Tautoga onitis","scientific name","species","202601","Tautoga onitis",0,0
1944581873,1944581873,"Stethojulis bandanensis","scientific name","species","241347","Stethojulis bandanensis",0,0
1944581872,1944581872,"Stethojulis bandanensis","scientific name","species","241347","Stethojulis bandanensis",0,0
1944581871,1944581871,"Stethojulis strigiventer","scientific name","species","241347","Stethojulis strigiventer",0,0
1944581870,1944581870,"Stethojulis terina","scientific name","species","241347","Stethojulis terina",0,0
1945361491,1945361491,"Thalassoma cupido","scientific name","species","76337","Thalassoma cupido",0,0
1945361488,1945361488,"Thalassoma cupido","scientific name","species","76337","Thalassoma cupido",0,0
1736641355,1736641355,"Thalassoma amblycephalum","scientific name","species","76337","Thalassoma amblycephalum",0,0
1467494794,1467494794,"Iniistius melanopus","scientific name","species","315409","Iniistius melanopus",0,0
1209184820,1209184820,"Iniistius geisha","scientific name","species","315409","Iniistius geisha",0,0
1919632098,1919632098,"Halichoeres orientalis","scientific name","species","51788","Halichoeres orientalis",0,0
1919632097,1919632097,"Bodianus perditio","scientific name","species","241267","Bodianus perditio",0,0
1918447752,1918447752,"Cirrhilabrus rubrimarginatus","scientific name","species","241276","Cirrhilabrus rubrimarginatus",0,0
1918447751,1918447751,"Decodon pacificus","scientific name","species","210583","Decodon pacificus",0,0
1918447750,1918447750,"Bodianus dictynna","scientific name","species","241267","Bodianus dictynna",0,0
1918447749,1918447749,"Bodianus bimaculatus","scientific name","species","241267","Bodianus bimaculatus",0,0
1918447748,1918447748,"Cirrhilabrus lunatus","scientific name","species","241276","Cirrhilabrus lunatus",0,0
1918447747,1918447747,"Paracheilinus carpenteri","scientific name","species","587060","Paracheilinus carpenteri",0,0
1918447746,1918447746,"Halichoeres biocellatus","scientific name","species","51788","Halichoeres biocellatus",0,0
1918447745,1918447745,"Ctenolabrus rupestris","scientific name","species","171734","Ctenolabrus rupestris",0,0
1918447744,1918447744,"Stethojulis terina","scientific name","species","241347","Stethojulis terina",0,0
1918447743,1918447743,"Stethojulis terina","scientific name","species","241347","Stethojulis terina",0,0
1918447742,1918447742,"Stethojulis terina","scientific name","species","241347","Stethojulis terina",0,0
1918447741,1918447741,"Centrolabrus exoletus","scientific name","species","171730","Centrolabrus exoletus",0,0
1913242276,1913242276,"Ctenolabrus rupestris","scientific name","species","171734","Ctenolabrus rupestris",0,0
1913242275,1913242275,"Labrus mixtus","scientific name","species","30799","Labrus mixtus",0,0
1913242274,1913242274,"Labrus bergylta","scientific name","species","30799","Labrus bergylta",0,0
1898139866,1898139866,"Sparisoma cretense","scientific name","species","51764","Sparisoma cretense",0,0
1898139824,1898139824,"Thalassoma pavo","scientific name","species","76337","Thalassoma pavo",0,0
1896498937,1896498937,"Thalassoma lunare","scientific name","species","76337","Thalassoma lunare",0,0
1896498923,1896498923,"Labrus bergylta","scientific name","species","30799","Labrus bergylta",0,0
1894451059,1894451059,"Xyrichtys novacula","scientific name","species","13763","Xyrichtys novacula",0,0
1894451051,1894451051,"Calotomus japonicus","scientific name","species","188111","Calotomus japonicus",0,0
1863125409,1863125409,"Pseudolabrus sieboldi","scientific name","species","83879","Pseudolabrus sieboldi",0,0
1861284487,1861284487,"Scarus schlegeli","scientific name","species","59660","Scarus schlegeli",0,0
1859640433,1859640433,"Thalassoma lunare","scientific name","species","76337","Thalassoma lunare",0,0
1848856486,1848856486,"Notolabrus celidotus","scientific name","species","98381","Notolabrus celidotus",0,0
1848856485,1848856485,"Notolabrus celidotus","scientific name","species","98381","Notolabrus celidotus",0,0
1848856382,1848856382,"Thalassoma lunare","scientific name","species","76337","Thalassoma lunare",0,0
1845860588,1845860588,"Pseudolabrus sieboldi","scientific name","species","83879","Pseudolabrus sieboldi",0,0
1844757256,1844757256,"Pseudolabrus sieboldi","scientific name","species","83879","Pseudolabrus sieboldi",0,0
1843817150,1843817150,"Pteragogus aurigarius","scientific name","species","202595","Pteragogus aurigarius",0,0
1804926900,1804926900,"Semicossyphus reticulatus","scientific name","species","241345","Semicossyphus reticulatus",0,0
1804926841,1804926841,"Halichoeres tenuispinis","scientific name","species","51788","Halichoeres tenuispinis",0,0
1804926840,1804926840,"Stethojulis terina","scientific name","species","241347","Stethojulis terina",0,0
906357476,906357476,"Stethojulis terina","scientific name","species","241347","Stethojulis terina",0,0
906357751,906357751,"Stethojulis terina","scientific name","species","241347","Stethojulis terina",0,0
906357489,906357489,"Semicossyphus reticulatus","scientific name","species","241345","Semicossyphus reticulatus",0,0
1769933048,1769933048,"Choerodon schoenleinii","scientific name","species","91744","Choerodon schoenleinii",0,0
1751370101,1751370101,"Bodianus masudai","scientific name","species","241267","Bodianus masudai",0,0
1751370100,1751370100,"Thalassoma lunare","scientific name","species","76337","Thalassoma lunare",0,0
1736642015,1736642015,"Ammolabrus dicrus","scientific name","species","2608470","Ammolabrus dicrus",0,0
1736641988,1736641988,"Bodianus izuensis","scientific name","species","241267","Bodianus izuensis",0,0
1736641987,1736641987,"Cheilinus oxycephalus","scientific name","species","202584","Cheilinus oxycephalus",0,0
1736641928,1736641928,"Leptojulis lambdastigma","scientific name","species","241315","Leptojulis lambdastigma",0,0
1736641927,1736641927,"Scarus obishime","scientific name","species","59660","Scarus obishime",0,0
1736641926,1736641926,"Coris aygula","scientific name","species","126328","Coris aygula",0,0
1736641925,1736641925,"Halichoeres nigrescens","scientific name","species","51788","Halichoeres nigrescens",0,0
1736641413,1736641413,"Pseudocoris aurantiofasciata","scientific name","species","241336","Pseudocoris aurantiofasciata",0,0
1736641405,1736641405,"Cheilinus fasciatus","scientific name","species","202584","Cheilinus fasciatus",0,0
1736641404,1736641404,"Thalassoma duperrey","scientific name","species","76337","Thalassoma duperrey",0,0
1736641356,1736641356,"Xiphocheilus typus","scientific name","species","241352","Xiphocheilus typus",0,0
1736641354,1736641354,"Halichoeres chloropterus","scientific name","species","51788","Halichoeres chloropterus",0,0
1736641353,1736641353,"Bodianus mesothorax","scientific name","species","241267","Bodianus mesothorax",0,0
1736641352,1736641352,"Choerodon anchorago","scientific name","species","91744","Choerodon anchorago",0,0
1736641351,1736641351,"Scarus perrico","scientific name","species","59660","Scarus perrico",0,0
1736641350,1736641350,"Scarus perrico","scientific name","species","59660","Scarus perrico",0,0
1736641349,1736641349,"Scarus ghobban","scientific name","species","59660","Scarus ghobban",0,0
1736641348,1736641348,"Bodianus diplotaenia","scientific name","species","241267","Bodianus diplotaenia",0,0
1723778550,1723778550,"Pseudolabrus eoethinus","scientific name","species","83879","Pseudolabrus eoethinus",0,0
1723778538,1723778538,"Thalassoma cupido","scientific name","species","76337","Thalassoma cupido",0,0
1723778526,1723778526,"Thalassoma cupido","scientific name","species","76337","Thalassoma cupido",0,0
1723778478,1723778478,"Stethojulis terina","scientific name","species","241347","Stethojulis terina",0,0
1707067254,1707067254,"Stethojulis terina","scientific name","species","241347","Stethojulis terina",0,0
1707067230,1707067230,"Pseudolabrus sieboldi","scientific name","species","83879","Pseudolabrus sieboldi",0,0
1707067229,1707067229,"Pseudolabrus sieboldi","scientific name","species","83879","Pseudolabrus sieboldi",0,0
1707067228,1707067228,"Pseudolabrus fuentesi","scientific name","species","83879","Pseudolabrus fuentesi",0,0
1707067227,1707067227,"Coris debueni","scientific name","species","126328","Coris debueni",0,0
1707067226,1707067226,"Choerodon schoenleinii","scientific name","species","91744","Choerodon schoenleinii",0,0
1707067225,1707067225,"Cheilinus undulatus","scientific name","species","202584","Cheilinus undulatus",0,0
1677572868,1677572868,"Cheilinus undulatus","scientific name","species","202584","Cheilinus undulatus",0,0
1677572867,1677572867,"Cheilinus undulatus","scientific name","species","202584","Cheilinus undulatus",0,0
1408947650,1408947650,"Cheilinus undulatus","scientific name","species","202584","Cheilinus undulatus",0,0
1669285355,1669285355,"Cheilinus undulatus","scientific name","species","202584","Cheilinus undulatus",0,0
1669285341,1669285341,"Cheilinus undulatus","scientific name","species","202584","Cheilinus undulatus",0,0
1669285327,1669285327,"Scarus forsteni","scientific name","species","59660","Scarus forsteni",0,0
1669285313,1669285313,"Calotomus japonicus","scientific name","species","188111","Calotomus japonicus",0,0
1669285299,1669285299,"Parajulis poecilepterus","scientific name","species","356779","Parajulis poecilepterus",0,0
1669285285,1669285285,"Halichoeres tenuispinis","scientific name","species","51788","Halichoeres tenuispinis",0,0
1621109121,1621109121,"Pseudolabrus sieboldi","scientific name","species","83879","Pseudolabrus sieboldi",0,0
1621109120,1621109120,"Pseudolabrus sieboldi","scientific name","species","83879","Pseudolabrus sieboldi",0,0
1621109119,1621109119,"Choerodon oligacanthus","scientific name","species","91744","Choerodon oligacanthus",0,0
1621109118,1621109118,"Halichoeres nigrescens","scientific name","species","51788","Halichoeres nigrescens",0,0
1621109117,1621109117,"Halichoeres nigrescens","scientific name","species","51788","Halichoeres nigrescens",0,0
1621109116,1621109116,"Pseudolabrus eoethinus","scientific name","species","83879","Pseudolabrus eoethinus",0,0
1391894890,1391894890,"Iniistius trivittatus","scientific name","species","315409","Iniistius trivittatus",0,0
1593555228,1593555228,"Pteragogus aurigarius","scientific name","species","202595","Pteragogus aurigarius",0,0
1569642313,1569642313,"Stethojulis terina","scientific name","species","241347","Stethojulis terina",0,0
1561111534,1561111534,"Halichoeres tenuispinis","scientific name","species","51788","Halichoeres tenuispinis",0,0
1561111533,1561111533,"Pseudolabrus eoethinus","scientific name","species","83879","Pseudolabrus eoethinus",0,0
1561111531,1561111531,"Pteragogus aurigarius","scientific name","species","202595","Pteragogus aurigarius",0,0
1561111103,1561111103,"Halichoeres tenuispinis","scientific name","species","51788","Halichoeres tenuispinis",0,0
1559935589,1559935589,"Choerodon robustus","scientific name","species","91744","Choerodon robustus",0,0
1559935587,1559935587,"Hologymnosus doliatus","scientific name","species","241304","Hologymnosus doliatus",0,0
1559935585,1559935585,"Hologymnosus annulatus","scientific name","species","241304","Hologymnosus annulatus",0,0
1559935583,1559935583,"Iniistius celebicus","scientific name","species","315409","Iniistius celebicus",0,0
1559935581,1559935581,"Anampses melanurus","scientific name","species","241262","Anampses melanurus",0,0
1559935579,1559935579,"Coris gaimard","scientific name","species","126328","Coris gaimard",0,0
1534500483,1534500483,"Coris dorsomacula","scientific name","species","126328","Coris dorsomacula",0,0
1534500481,1534500481,"Scarus ovifrons","scientific name","species","59660","Scarus ovifrons",0,0
1534500472,1534500472,"Hemigymnus melapterus","scientific name","species","241302","Hemigymnus melapterus",0,0
1534500464,1534500464,"Novaculops woodi","scientific name","species","1517489","Novaculops woodi",0,0
1534500454,1534500454,"Hologymnosus doliatus","scientific name","species","241304","Hologymnosus doliatus",0,0
1534500452,1534500452,"Pseudolabrus eoethinus","scientific name","species","83879","Pseudolabrus eoethinus",0,0
1534500443,1534500443,"Halichoeres melanochir","scientific name","species","51788","Halichoeres melanochir",0,0
1534500440,1534500440,"Scarus forsteni","scientific name","species","59660","Scarus forsteni",0,0
1534500436,1534500436,"Choerodon azurio","scientific name","species","91744","Choerodon azurio",0,0
1534500431,1534500431,"Cirrhilabrus temminckii","scientific name","species","241276","Cirrhilabrus temminckii",0,0
1534500428,1534500428,"Pseudocheilinus evanidus","scientific name","species","241334","Pseudocheilinus evanidus",0,0
1534500415,1534500415,"Pseudocheilinus hexataenia","scientific name","species","241334","Pseudocheilinus hexataenia",0,0
1534500406,1534500406,"Stethojulis trilineata","scientific name","species","241347","Stethojulis trilineata",0,0
1534500403,1534500403,"Labroides dimidiatus","scientific name","species","241307","Labroides dimidiatus",0,0
1534500388,1534500388,"Wetmorella albofasciata","scientific name","species","241350","Wetmorella albofasciata",0,0
1534500382,1534500382,"Polylepion russelli","scientific name","species","998005","Polylepion russelli",0,0
1534500368,1534500368,"Leptoscarus vaigiensis","scientific name","species","188115","Leptoscarus vaigiensis",0,0
1534500359,1534500359,"Anampses caeruleopunctatus","scientific name","species","241262","Anampses caeruleopunctatus",0,0
1534500356,1534500356,"Cetoscarus bicolor","scientific name","species","188106","Cetoscarus bicolor",0,0
1534500350,1534500350,"Pseudocoris aurantiofasciata","scientific name","species","241336","Pseudocoris aurantiofasciata",0,0
1534500348,1534500348,"Oxycheilinus arenatus","scientific name","species","241326","Oxycheilinus arenatus",0,0
1534500346,1534500346,"Calotomus carolinus","scientific name","species","188111","Calotomus carolinus",0,0
1534500343,1534500343,"Chlorurus sordidus","scientific name","species","126670","Chlorurus sordidus",0,0
1534500341,1534500341,"Halichoeres marginatus","scientific name","species","51788","Halichoeres marginatus",0,0
1534500338,1534500338,"Bodianus axillaris","scientific name","species","241267","Bodianus axillaris",0,0
1534500335,1534500335,"Scarus forsteni","scientific name","species","59660","Scarus forsteni",0,0
1534500331,1534500331,"Oxycheilinus unifasciatus","scientific name","species","241326","Oxycheilinus unifasciatus",0,0
1534500329,1534500329,"Scarus schlegeli","scientific name","species","59660","Scarus schlegeli",0,0
1515256534,1515256534,"Labropsis polynesica","scientific name","species","241311","Labropsis polynesica",0,0
1515256530,1515256530,"Chlorurus frontalis","scientific name","species","126670","Chlorurus frontalis",0,0
1467494799,1467494799,"Scarus oviceps","scientific name","species","59660","Scarus oviceps",0,0
1467494791,1467494791,"Halichoeres trimaculatus","scientific name","species","51788","Halichoeres trimaculatus",0,0
1467494782,1467494782,"Pseudocheilinus hexataenia","scientific name","species","241334","Pseudocheilinus hexataenia",0,0
1467494772,1467494772,"Thalassoma trilobatum","scientific name","species","76337","Thalassoma trilobatum",0,0
1467494762,1467494762,"Thalassoma quinquevittatum","scientific name","species","76337","Thalassoma quinquevittatum",0,0
1440882391,1440882391,"Cirrhilabrus scottorum","scientific name","species","241276","Cirrhilabrus scottorum",0,0
1418576103,1418576103,"Wetmorella nigropinnata","scientific name","species","241350","Wetmorella nigropinnata",0,0
1227482630,1227482630,"Pseudocheilinus tetrataenia","scientific name","species","241334","Pseudocheilinus tetrataenia",0,0
1393832693,1393832693,"Halichoeres hortulanus","scientific name","species","51788","Halichoeres hortulanus",0,0
1391895031,1391895031,"Pseudocheilinus octotaenia","scientific name","species","241334","Pseudocheilinus octotaenia",0,0
1391894861,1391894861,"Labroides bicolor","scientific name","species","241307","Labroides bicolor",0,0
1188497444,1188497444,"Gomphosus varius","scientific name","species","8248","Gomphosus varius",0,0
1321303765,1321303765,"Coris aygula","scientific name","species","126328","Coris aygula",0,0
1321303763,1321303763,"Pseudocheilinus evanidus","scientific name","species","241334","Pseudocheilinus evanidus",0,0
1321303761,1321303761,"Epibulus insidiator","scientific name","species","241288","Epibulus insidiator",0,0
1321303759,1321303759,"Cheilinus trilobatus","scientific name","species","202584","Cheilinus trilobatus",0,0
1321303757,1321303757,"Halichoeres melasmapomus","scientific name","species","51788","Halichoeres melasmapomus",0,0
1321303755,1321303755,"Pseudocheilinus ocellatus","scientific name","species","241334","Pseudocheilinus ocellatus",0,0
1321303753,1321303753,"Pseudojuloides cerasinus","scientific name","species","241338","Pseudojuloides cerasinus",0,0
1321303751,1321303751,"Coris hewetti","scientific name","species","126328","Coris hewetti",0,0
1321303749,1321303749,"Scarus koputea","scientific name","species","59660","Scarus koputea",0,0
1321303747,1321303747,"Bodianus busellatus","scientific name","species","241267","Bodianus busellatus",0,0
1321303745,1321303745,"Iniistius auropunctatus","scientific name","species","315409","Iniistius auropunctatus",0,0
1321303743,1321303743,"Thalassoma lutescens","scientific name","species","76337","Thalassoma lutescens",0,0
1293100000,1293100000,"Coris marquesensis","scientific name","species","126328","Coris marquesensis",0,0
1293099998,1293099998,"Anampses melanurus","scientific name","species","241262","Anampses melanurus",0,0
1293099996,1293099996,"Macropharyngodon meleagris","scientific name","species","241317","Macropharyngodon meleagris",0,0
1293099994,1293099994,"Labropsis polynesica","scientific name","species","241311","Labropsis polynesica",0,0
1293099992,1293099992,"Cheilinus oxycephalus","scientific name","species","202584","Cheilinus oxycephalus",0,0
1293099990,1293099990,"Anampses twistii","scientific name","species","241262","Anampses twistii",0,0
1293099988,1293099988,"Pseudojuloides atavai","scientific name","species","241338","Pseudojuloides atavai",0,0
1293099986,1293099986,"Cheilio inermis","scientific name","species","241272","Cheilio inermis",0,0
1253131620,1253131620,"Scarus psittacus","scientific name","species","59660","Scarus psittacus",0,0
1253131618,1253131618,"Pseudocheilinus octotaenia","scientific name","species","241334","Pseudocheilinus octotaenia",0,0
1226063129,1226063129,"Halichoeres ornatissimus","scientific name","species","51788","Halichoeres ornatissimus",0,0
1226063127,1226063127,"Scarus altipinnis","scientific name","species","59660","Scarus altipinnis",0,0
1226063125,1226063125,"Novaculichthys taeniourus","scientific name","species","241322","Novaculichthys taeniourus",0,0
1226063123,1226063123,"Hemigymnus fasciatus","scientific name","species","241302","Hemigymnus fasciatus",0,0
1226063121,1226063121,"Oxycheilinus bimaculatus","scientific name","species","241326","Oxycheilinus bimaculatus",0,0
1226063119,1226063119,"Scarus niger","scientific name","species","59660","Scarus niger",0,0
1226063117,1226063117,"Cheilinus chlorourus","scientific name","species","202584","Cheilinus chlorourus",0,0
1214149936,1214149936,"Stethojulis bandanensis","scientific name","species","241347","Stethojulis bandanensis",0,0
1209184767,1209184767,"Thalassoma hardwicke","scientific name","species","76337","Thalassoma hardwicke",0,0
1189408161,1189408161,"Thalassoma amblycephalum","scientific name","species","76337","Thalassoma amblycephalum",0,0
1189408159,1189408159,"Scarus globiceps","scientific name","species","59660","Scarus globiceps",0,0
1189408157,1189408157,"Thalassoma quinquevittatum","scientific name","species","76337","Thalassoma quinquevittatum",0,0
1189408155,1189408155,"Bodianus perditio","scientific name","species","241267","Bodianus perditio",0,0
1189408153,1189408153,"Cheilinus undulatus","scientific name","species","202584","Cheilinus undulatus",0,0
1189408151,1189408151,"Cheilinus undulatus","scientific name","species","202584","Cheilinus undulatus",0,0
1189408149,1189408149,"Cheilinus undulatus","scientific name","species","202584","Cheilinus undulatus",0,0
1189408147,1189408147,"Centrolabrus exoletus","scientific name","species","171730","Centrolabrus exoletus",0,0
1189408145,1189408145,"Ctenolabrus rupestris","scientific name","species","171734","Ctenolabrus rupestris",0,0
1189408143,1189408143,"Stethojulis terina","scientific name","species","241347","Stethojulis terina",0,0
1189408141,1189408141,"Hemigymnus melapterus","scientific name","species","241302","Hemigymnus melapterus",0,0
1189408139,1189408139,"Tautoga onitis","scientific name","species","202601","Tautoga onitis",0,0
